titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;Categoria
Ensalada de sandía y rúcula;https://www.recetasonline.net/wp-content/uploads/2013/08/ensalada-de-sandía-y-rúcula.jpeg;4;10m;;['500 gr. de sandía', '50 gr. de queso de rulo de cabra', '200 gr. de rúcula', '30 gr. de aceitunas negras', '1/2 cebolla roja'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de ensalada de sandía y rúcula es cortar la cebolla en juliana y lo más fina posible.', 'Cortamos la sandía y el queso de rulo de cabra en dados regulares y de similar tamaño.', 'Las aceitunas negras que deben ser sin hueso las cortamos en láminas.', 'Solamente nos queda mezclar todos los ingredientes y aliñar con aceite de oliva, vinagre de jerez y sal al gusto.'];8
Huevos al plato;https://www.recetasonline.net/wp-content/uploads/2013/08/Huevos-al-plato.jpg;2;20m;;['50 gr. de jamón picado', '50 gr. de pimiento rojo', '50 gr. de chorizo picado', '2 huevos', '1 espárrago blanco', '75 ml. de salsa de tomate'];['Lo primero que tenemos que hacer es picar el pimiento rojo. Ponemos una fuente de barro al fuego con un chorrito de aceite y sofreímos.', 'Añadimos cuando el pimiento se haya cocinado el chorizo y el jamón y rehogamos un minuto antes de añadir el espárrago cortado en cuatro trozos.', 'Ponemos la salsa de tomate extendiendo por toda la superficie y añadimos los huevos por encima. Dejaremos cocinar hasta que la clara esté perfectamente cuajada.'];8
Ensalada de arroz fácil;https://www.recetasonline.net/wp-content/uploads/2013/06/Ensalada-de-arroz.jpg;2;10m;;['100 gr. de arroz cocido', '60 gr. de atún en escabeche', '20 gr. de pimiento verde', '20 gr. de zanahoria rallada'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de ensalada de arroz es cocer el arroz. Podéis usar el enlace de la parte superior en el que lo explico perfectamente y con vídeo.', 'El pimiento lo picamos lo más regular posible para que nos quede bonito y juntamos con la zanahoria rallada. Añadimos el atún en escabeche pero que podéis sustituir por atún en aceite si os gusta más y le incorporamos el arroz cocido.', 'Aliñamos al gusto, en este caso yo no le he puesto vinagre porque el escabeche ya lo lleva pero si usáis atún en aceite le tendríamos que poner un poco.', 'Removemos todo para que se reparta uniformemente y ya lo tenemos listo para llevar a la mesa.'];8
Ensalada de pasta;https://www.recetasonline.net/wp-content/uploads/2011/08/Ensalada-de-pasta-y-atún-Recetas-de-cocina-RECETASonline.jpg;4;17m;;['150 gr. de pasta', '180 gr. de atún en escabeche', '50 gr. de queso parmesano', 'Orégano', 'Aceite de oliva', 'Vinagre de vino', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de ensalada de pasta es cocer la pasta que vayamos a utilizar siguiendo las indicaciones del fabricante. El tiempo suele variar de entre 7 a nueve minutos en función de la pasta utilizada. Para esta ocasión he usado hélices o tornillos pero podéis utilizar macarrones o caracolitos sin problema.', 'Continuamos añadiendo el atún que podéis usar en aceite también si el atún en escabeche os resulta demasiado fuerte.', 'Terminaremos la receta aliñando con el orégano, el aceite, el vinagre y la sal como siempre a gusto de cada uno.'];5
Gazpacho;https://www.recetasonline.net/wp-content/uploads/2012/07/Gazpacho-andaluz-Recetas-de-cocina-RECETAS-online.jpg;6;10m;;['1 pimiento', '1 pepino', '4 tomates', '2 dientes de ajo', '1 trozo de pan duro', '4 cucharadas de vinagre de vino', '4 cucharadas de aceite de oliva', '1/2 litro de agua', '1 cucharadita de pimentón (opcional)'];['Para la elaboración de esta receta de gazpacho lo primero que vamos a hacer es pelar y cortar fino los tomates y el pepino. El pimiento hay quien le sienta mal la piel y si que´reis también podéis pelarlos aunque ya os digo que es un trabajo un poco pesado y tendríais que compensar poniendo un poco más de cantidad.', 'Una vez que tenemos todo pelado y picado lo vamos a hacer es  triturar todos los ingredientes con ayuda de una batidora o un robot de cocina hasta que nos quede lo más integrado posible y sin rastro de grumos.', 'Si queremos que nos quede un poco más fino podemos pasarlo por un colador o un chino hasta obtener la textura necesaria.', 'Si tenéis prisa y como truco final os recomiendo que en vez de agua uséis hielo y tendréis el gazpacho listo para consumir en unos 10 minutos.'];8
Salmorejo;https://www.recetasonline.net/wp-content/uploads/2013/05/salmorejo-1.jpg;4;10m;;['1 kg. de tomates maduros', '125 gr. de pan duro', '1 diente de ajo', '40 ml. de aceite de oliva', '30 ml. de vinagre de vino', '1 huevo cocido', '100 gr. de jamón serrano'];['Para la elaboración de esta refrescante y sana receta de cocina de salmorejo lo primero que tenemos que hacer es poner el pan duro a remojo en agua en un recipiente lo suficientemente grande y hasta que esté completamente blando.', 'Escurrimos bien el pan y pasamos a otro recipiente donde ponemos junto a  los tomates pelados y troceados, el diente de ajo, el aceite de oliva y el vinagre. El punto de sal se lo daremos al final de la receta.', 'Trituraremos con ayuda de una batidora hasta obtener una salsa con textura de puré lo más fina posible. Si queremos un salmorejo aún más fino pasaremos por un chino o un colador para ello.', 'Para la guarnición picaremos el huevo cocido y el jamón serrano bien fino y por último servimos en cuencos individuales acompañando de una cucharadita de huevo y jamón por cada comensal.'];6
Ensaladilla rusa;https://www.recetasonline.net/wp-content/uploads/2013/04/Ensaladilla-rusa-1.jpg;6;30m;;['2 patatas grandes', '1 pepinillo en vinagre', '150 gr. de gambas cocidas', '1 zanahoria', '200 gr. de aceitunas sin hueso', '300 gr. de atún en escabeche', '2 huevos cocidos', '200 gr. de salsa mayonesa', 'Pimiento morrón', 'Guisantes (opcional)'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocian es tener preparada la salsa mayonesa, en caso de que no uséis una envasada, y los huevos cocidos.', 'En una olla lo suficientemente grande ponemos agua a calentar y añadimos las patatascon piel  pero bien limpio todo y la zanahoria pelada. Dejaremos cocinando por espacio de unos 15 minutos o hasta que veamos que al pinchar las patatas están tiernas.', 'Retiramos las patatas y la zanahoria y escurrimos para dejarlo enfriar. Mientras picamos el pepinillo, las gambas cocidas, las aceitunas sin hueso, los huevos cocidos y, por último y cuando ya esté fría, la zanahoria.', 'Las patatas una vez las tenemos frías, las pelamos las machacamos con un tenedor pero sin llegar a hacer puré, le añadimos un chorrito de aceite oliva y una pizaca de sal y removemos bien para que quede todo integrado.', 'Añadimos todo lo picado anteriormente, los guisantes si le queréis poner y el atún en escabeche y mezclamos para que se reparta todo uniformemente. Rectificamos de sal en este punto.', 'Añadimos la mayonesa teniendo cuidado de reservar un poco para adornar al final por encima. Removemos para que se reparta homogéneamente y lo tenemos listo para pasar a una fuente.', 'Hacemos la forma deseada con toda la mezcla, por ejemplo, una semiesfera y cubrimos con el resto de mayonesa. Adornamos con las tiras de pimiento morrón y también podéis hacer adornos con un poco de zanahoria para darle color.'];8
Acelgas rehogadas;https://www.recetasonline.net/wp-content/uploads/2013/03/Acelgas-rehogadas-1.jpg;4;60m;;['1 manojo de acelgas frescas', '2 patatas', '2 dientes de ajo', 'Pimentón dulce'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina es lavar y cortar las acelgas.', 'En una olla lo suficientemente grande ponemos agua acalentar y cuando la tengamos a buena temperatura añadimos la acelgas con un chorrito de aceite de oliva y un poco de sal.', 'Dejamos cocinar por espacio de unos 40 a 45 minutos o hasta que veáis que están tiernas, sobre todos lo tallos.', 'Escurrimos bien y reservamos. En una sartén ponemos unas patatas cocidas, que podéis cocer junto con las acelgas, un poco de aceite de oliva, los dientes de ajo laminados y machacamos bien las patatas pero sin que llegue a ser puré. Cocinamos unos cinco minutos para que se haga completamente el ajo.', 'Añadimos el pimentón, mejor si es de La Vera, y dejamos cocinar unos segundos para que no se queme. Añadimos las acelgas cocidas y rehogamos un par de minnutos para que coja temperatura todo el conjunto.', 'Ya tenemos nuestras acelgas rehogadas listas para llevar a la mesa o para usar como guarnición de cualquier plato de carne o pescado.'];8
Revuelto de ajos tiernos;https://www.recetasonline.net/wp-content/uploads/2013/03/revuelto-1.jpg;4;15m;;['6 huevos', '12 ajos tiernos', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de revuelto es limpiar bien los ajos tiernos eliminando cualquier resto de tierra que pueda haber.', 'Los picamos finos para evitar encontrar tropezones demasiado grandes en el revuelto y los salteamos durante unos 5 minutos en una sartén con un chorrito generoso de aceite de oliva.', 'Antes de que tomen mucho color pero estén blandos añadimos un nuevo chorrito de aceite y salteamos de nuevo.', 'Añadimos los huevos cascándolos directamente sobre los ajos tiernos y dejando que se vayan cuajando por los bordes.', 'Cuando tenemos casi la textura de unos huevos fritos, es decir, que la clara está la mitad más o menos cuajada, removemos todo el conjunto rompiendo las yemas y mezclando todo enérgicamente.', 'Ya tenemos nuestro revuelto de ajos tiernos listo para llevar a la mesa.'];8
Ensalada de champiñones;https://www.recetasonline.net/wp-content/uploads/2013/03/ensalada-de-champinones-2.jpg;4;10m;;[];['Comenzamos lavando perfectamente los champiñones de la tierra que puedan tener. Hay que tener cuidado de que no se rompan en el proceso.', 'Cortaremos la parte baja del pie aprovechando la parte superior del tallo. Los pondremos en agua con unas gotas de zumo de limón para evitar que se oxiden mientras preparamos el resto de la receta.', 'Lavamos la verdura y la escurrimos lo máximo posible antes de trocearlo. podemos hacerlo con la mano o con un cuchillo cerámico o de plástico para evitar la oxidación.', 'Pelamos y cortamos la cebolleta en tiras y cortamos los champiñones en láminas. ', 'Ponemos la verdura en una ensaladera y añadimos la cebolleta cortada y los champiñones laminados por encima.', 'Terminaremos nuestra ensalada acompañando de un aliño de aceite de oliva, vinagre y salsa de soja que le dará el toque salado a nuestro aliño. Listo para llevar a la mesa.'];8
Crema de calabaza;https://www.recetasonline.net/wp-content/uploads/2013/01/00389.MTS_.Imagen-fija001.jpg;6;45m;;['400 gr. de calabaza', '3 patatas', '1 cebolla', '1 l. de caldo de ave'];['Lo primero que vamos ha hacer para la elaboración de esta receta de cocina es lavar y pelar las hortalizas. Troceamos la calabaza y las patatas en dados y cortamos la cebolla en juliana como podéis ver en el vídeo.', 'Ponemos un poco de aceite de oliva en una cazuela grande y añadimos las verduras. Las dejamos cocinando a fuego suave hasta que estén pochadas que será como unos 5 minutos.', 'Añadimos el caldo de ave, que es una receta que ya publiqué anteriormente, y dejamos hervir a fuego medio durante unos 30 minutos.', 'Trituramos todo con ayuda de una batidora hasta obtener una crema de textura lo más fina posible pero sobre todo que no tenga tropezones. También podéis usar un robot de cocina si os resulta más cómodo y tenéis en casa.', 'Con ayuda de un cucharón servimos la crema en un plato hondo pero cuando todavía está bien caliente.  Opcionalmente podéis acompañar con unos picatostes por encima.'];8
Ensalada de pimientos asados, cebolla caramelizada y queso de rulo de cabra;https://www.recetasonline.net/wp-content/uploads/2012/12/Receta.Imagen-fija001.jpg;4;5m;;['Cebolla caramelizada', 'Pimientos asados', 'Queso de rulo de cabra'];['Lo primero que tenemos que tener en cuenta para esta receta es tener preparado con anterioridad los pimientos asados y la cebolla caramelizada. Ambas recetas os las dejé hace ya algún tiempo y las podéis localizar usando el buscador.', 'En un recipiente ponemos la cebolla y el pimiento y por último unos trozos de queso de rulo de cabra por encima. He usado queso de rulo de cabra President.', 'Es mejor que uséis un plato llano para que se reparta mejor el calor al calentarlo.', 'Lo llevamos al horno microondas y lo vamos a calentar a potencia máxima por espacio de 1 minuto o 1 minuto y medio.', 'Ya tenemos nuestra ensalada lista para llevar a la mesa y disfrutarla.'];8
Crema de marisco;https://www.recetasonline.net/wp-content/uploads/2010/01/Crema-de-mariscos-Recetas-de-cocina-RECETASonline.jpg;6;40m;;['2 carabineros', '200 gr de gambas', '200 gr de langostinos', '1 cebolla', '1 tomate maduro', '3 puerros', '2 zanahorias', '1 vasito de nata líquida', '1 vasito de brandy', '1 litro de fumet de pescado'];['La elaboración comienza preparando el fumet de pescado, que es una receta que ya os puse anteriormente pero que podemos comprar ya preparado en cualquier supermercado.', 'A continuación picamos lo más fino posible cebolla, puerro y zanahoria y rehogamos a fuego bajo con un chorrito de aceite unos minutos. Mientras pelamos y troceamos el tomate y añadimos que a la anterior verdura y dejamos cocinar hasta que el tomate esté bien cocinado, como unos cinco minutos es suficiente.', 'El marisco lo hemos pelado dejando los cuerpos limpios y las cabezas reservadas. Picamos bien toda la carne del marisco e introducimos junto a la verdura con las cabezas. Dejamos cocinar otros cinco minutos más antes agregar el brandy.', 'Ahora podemos flambear el brandy o dejar cocinar cinco minutos más hasta que evapore el alcohol. Añadimos el caldo de pescado y dejamos cocinar una media hora o hasta que toda la verdura esté bien tierna.', 'Dejamos enfriar, colamos para retirar las cabezas y trituramos hasta que no nos quede ningún tipo de hebra. Yo uso para esto la Thermomix porque tritura todo perfectamente en minutos. Colamos ayudándonos de un chino o colador fino y añadimos la nata mientras calentamos antes de servir.'];6
Varitas de merluza;https://www.recetasonline.net/wp-content/uploads/2014/01/Baritas-de-merluza.jpg;2;15m;;['2 lomos de merluza fresca', '2 huevos', 'Pan rallado', 'Harina de trigo', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es quitar la piel de los lomos de merluza.', 'Seguidamente cortamos en trozos regulares de como un dedo de grosor. Es mejor no hacerlo más grande porque con el rebozado nos quedaría demasiado grande.', 'Pasamos por harina y a continuación por el huevo batido. Escurrimos un poco u rebozamos por el pan rallado hasta que quede bien cubierto.', 'Repetimos el paso del huevo y el pan rallado para conseguir un rebozado consistente y crujiente y freímos en aceite bien caliente hasta que estén doradas por todas sus caras.', 'Sacamos a papel absorbente para eliminar el exceso de aceite y ya las tenemos listas para disfrutar.'];7
Salmón al cava;https://www.recetasonline.net/wp-content/uploads/2013/11/Salmón-al-cava.jpg;2;40m;;['300 gr. de salmón fresco', '1/2 cebolla', '50 ml. de nata o crema de leche', '100 ml. de cava o champán', 'Perejil picado', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de nuestra receta de salmón al cava es pelar y picar fina la cebolla. Cuanto más piquemos la cebolla más fina nos quedará la salsa.', 'Pochamos en una sartén en la que hemos añadido un chorrito de aceite de oliva. Añadimos en este punto un poco de sal para que la cebolla se poche más rápido.', 'Añadimos el perejil picado y el cava y cuando coja temperatura incorporamos la nata y removemos para que se integre todo perfectamente.', 'Añadimos los lomos de salmón que hemos cortado previamente. Yo prefiero usar lomos de salmón pero podéis usar rodaja igualmente.', 'Dejamos cocinar tapado durante unos 15 minutos antes de emplatar poniendo un lomo de salmón y salseando por encima.'];6
Atún a la roteña;https://www.recetasonline.net/wp-content/uploads/2013/07/Atún-a-la-roteña.jpg;2;20m;;['300 gr. de lomo de atún', '1/2 pimiento rojo', '1/2 pimiento verde', '2 tomates', '1/2 cebolla', '1 diente de ajo', 'Aceite de oliva', 'Sal'];['Lo primero que tenemos que hacer es pelar y picar la cebolla. La ponemos en una sartén donde hemos puesto aceite de oliva bien caliente y la dejamos cocinar mientras seguimos con el resto de ingredientes.', 'Picamos el pimiento en cuadrados lo más regulares posibles y añadimos a la sartén junto con la cebolla. Hacemos lo mismo con el tomate y con el diente de ajo.', 'DEjamos cocinar hasta que tengamos la cebolla pochada, como unos 10 minutos aproximadamente.', 'Doramos los filetes de atún en una sartén con un chorrito de aceite de oliva bien caliente hasta que cojan color por las dos caras y a fuego fuerte.', 'Servimos poniendo un poco del preparado de verdura y el lomo de atún. Terminamos aportando el punto de sal con cristales de sal por ejemplo.'];6
Salmón al horno;https://www.recetasonline.net/wp-content/uploads/2013/05/salmon-al-horno.jpg;4;55m;;['4 rodajas de salmón fresco', '2 puerros', '4 zanahorias', '1 limón', 'Aceite de oliva'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina de salmón al horno es pelar y cortar el puerro y las zanahorias. El limón lo cortaremos en rodajas.', 'Engrasamos la bandeja con un poco de aceite de oliva y ponemos las rodajas de salmón encima.', 'Distribuímos la verdura en lo shuecos que nos quedan y ponemos las rodajas de limón encima.', 'Con el horno precalentado a 170ºC horneamos por espacio de 45 minutos.'];6
Atún encebollado;https://www.recetasonline.net/wp-content/uploads/2013/04/Atun-encebollado-1.jpg;4;30m;;['4 rodajas de atún fresco', '2 cebollas', '150 ml. de vino blanco', '1 clavo de olor', '1 hoja de laurel', 'Pimienta en grano', 'Aceite de oliva'];['Lo primero que vamos a hacer es limpiar de espinas y cortar las rodajas de atún en tacos como de dos dedos de grosor.', 'Pelamos y cortamos las cebollas en láminas finas o en pluma que es lo mismo.', 'En una sartén ponemos un chorro generoso de aceite de oliva y añadimos la cebolla. Dejamos cocinar unos2 o 3 minutos antes de añadir la hoja de laurel, el clavo de olor y los granos de pimienta, estos últimos al gusto de cada uno.', 'Añadimos el atún y dejamos a fuego suave cinco minutos más antes de añadir el vino blanco.', 'Pasados unos 3 o cuatro minutos de cocción lo tenemos listo para pasar a una fuente.', 'Ya tenemos nuestro atún encebollado listo para llevar a la mesa.'];3
Salmón al horno;https://www.recetasonline.net/wp-content/uploads/2013/03/salmón-al-horno-1.jpg;4;35m;;['800 gr. de lomos de salmón', '2 patatas grandes', '1/2 cebolla', '1/2 pimiento rojo', '8 cucharadas de aceite de oliva'];['Lo primero que tenemos que hacer para la elaboración de esta deliciosa receta de cocina de salmón al horno es pedir en la pescadería lomo de salmón pero cortado en cuatro trozos como de unos 200 gr. cada porción.', 'En una fuente ponemos el aceite de oliva y añadimos las patas peladas y cortadas en rodajas y la cebolla y el pimiento rojo cortados en tiras o en juliana.', 'El horno lo tendremos precalentado a 180ºC y pondremos la fuente pero tapada con papel de aluminio para que conserve el vapor dentro. Lo dejaremos por espacio de 20 minutos.', 'Pasado este tiempo sacamos la fuente y retiramos el aluminio e introducimos los lomos de salmón. Volvemos a tapar con el papel de aluminio y dejaremos hornear nuevamente por espacio de 10 minutos más.', 'Pasado este tiempo sacamos y ya lo tenemos listo para emplatar. Pondremos un poco de verdura en el fondo de cada plato y un lomo de salmón encima. Terminamos salseando con el jugo que haya soltado en el horno.'];6
Bacalao con tomate;https://www.recetasonline.net/wp-content/uploads/2013/02/Bacalao-con-tomate-2.jpg;4;60m;;['4 lomos de bacalao', '4 dientes de ajo', '1 cebolla pequeña', '6 tomates maduros', '50 ml. de vino blanco'];['En una cazuela ponemos un chorro generoso de aceite de oliva a calentar y añadimos la cebolla bien picada. Dejaremos a fuego suave hasta que comience a pocharse pero sin dejar que coja color.', 'Los tomates los vamos a rallar con un rallador y nos quedará un tomate triturado. Añadimos junto con la cebolla e incorporamos en este punto el vino blanco. Dejaremos cocinar por espacio de una media hora.', 'Pasado este tiempo pasamos la salsa por un pasapuré para que nos quede lo más fina posible aunque si lo preferís más enterito todo no haría falta pasarlo. Reservamos la salsa resultante.', 'Enharinamos los lomos de bacalao, que en caso de ser salado recordad que tenemos que dejar desalando desde la noche anterior. En una sartén ponemos un chorro de aceite de oliva y doramos los ajos cortados en láminas. Retiramos el ajo y en el mismo aceite pasamos los lomos de bacalao y cocinamos unos cinco minutos antes de sacar a una fuente.', 'Ponemos el bacalao en la salsa de tomate y dejamos cocinar a fuego suave durante cinco minutos más.', 'Ya tenemos nuestro bacalao con tomate listo para llevar a la mesa.'];3
Salmón en papillote;https://www.recetasonline.net/wp-content/uploads/2013/02/salmón-en-papillote-2.jpg;4;40m;;['4 filetes de salmón', '1 puerro', '1 pimiento verde', '1 zanahoria', '2 dientes de ajo', '1 limón', 'Pimienta en grano', 'Aceite de oliva'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de salmón en papillote es pelar y cortar las verduras en juliana, es decir, en tiras finas y largas. Una vez cortadas las reservamos mientras preparamos el salmón.', 'Cortamos unas láminas de papel de aluminio de tamaño suficiente para cubrir cada uno de nuestros filetes de salmón. Lo pintamos con un poco de aceite de oliva para evitar que se nos pueda pegar y ponemos primero un poco de verdura en la base y encima los filetes de salmón. Hay que tener precaución de retirar las espinas que estén más visibles para que sea más cómodo de comer.', 'Encima del salmón colocamos una rodaja de limón y unos granos de pimienta negra y cerramos el papel de aluminio formando un paquete y que quede cerrado en la parte superior para evitar que se nos salgan los jugos.', 'Colocamos en un bandeja e introducimos en el horno que tenemos precalentado a 200ºC. Dejaremos cocinar por espacio de 25 o 30 minutos pero un buen indicador es que cuando nuestros paquetitos se hayan hinchado lo tendremos listo.', 'Serviremos cada paquete en un plato ligeramente abierto para que lo termine de abrir por completo el comensal en la mesa. Mucho cuidado al abrirlos porque sale vapor muy caliente y os podéis quemar.'];6
Bacalao al horno;https://www.recetasonline.net/wp-content/uploads/2013/02/Bacalao-al-horno-1.jpg;4;30m;;['1 kg. de bacalao', '4 tomates maduros', '1 cebolla mediana', '250 ml. de vino blanco seco', '250 ml. de fumet de pescado'];['Lo que primero que tenemos que hacer para la elaboración de esta receta de cocina es desalar el bacalao. En caso de que sea congelado tendríamos que descongelarlo y si se tratara de fresco lo tendríamos listo para usarlo.', 'En el caso de que necesitemos desalar el bacalao lo que tenemos que hacer es el día anterior a su preparación meterlo en un recipiente con agua hasta que lo cubra. Lo dejaremos ahí durante un día entero e iremos cambiándole el agua dos o tres veces en el transcurso de este tiempo. Una vez que tenemos el bacalao desalado procederemos a trocearlo en filetes.', 'Pelamos y picamos la cebolla y el tomate y  en una sartén con un chorrito de aceite de oliva incorporamos la cebolla hasta que se poche un poco, es decir, hasta que la tengamos ligeramente transparente. EL tomate cortado en dados lo incorporamos en este punto.', 'En una fuente que hemos pintado con un poquito de aceite de oliva le ponemos las piezas de bacalao y vamos a hornear a 200ºC por espacio de 10 minutos. Es importante tener el horno previamente precalentado.', 'A continuación incorporamos el vino y el fumet de pescado, que es una receta que ya publiqué anteriormente, y dejamos reducir unos 10 minutos más y mientras el bacalao está en el horno.', 'Para llevar a la mesa ponemos en cada plato una tajada de bacalao y el sofrito por encima. Lo podemos acompañar de unas patatas panaderas, por ejemplo.'];6
Salmón marinado;https://www.recetasonline.net/wp-content/uploads/2013/02/salmón-marinado-3.jpg;8;Sin Informacion;;['600 gr. de lomo de salmón', '1 cucharada de sal', '2 cucharadas de azúcar', 'Pimienta blanca'];['Lo primero que tenemos que hacer para la elaboración de nuestro salmón marinado es limpiar la pieza de lomo de salmón para dejarla libre de escamas. Poniéndola bajo el chorro de agua lo limpiaremos fácilmente.', 'El siguiente paso es quitar todas las espinas que podamos. Suelen estar en la parte alta del lomo y es bastante fácil localizarlas pasando la mano por encima. Nos ayudaremos de de unas pinzas para quitar espinas que podemos encontrara fácilmente en cualquier tienda de menaje.', 'Una vez que hemos retirado todas las espinas le damos la vuelta a la pieza de salmón y realizamos un pinchazos por toda la extensión de la piel. Como unos 12 a 15 agujeritos es suficiente. Lo podemos hacer con una aguja muy afilada o un cuchillo con mucha punta y muy fina.', 'En un recipiente lo suficientemente grande para que nos entre la pieza de pescado mezclamos el azúcar y la sal con la pimienta blanca molida.', 'Pasamos la pieza de salmón por un lado y por el otro por la mezcla de sal y azúcar para que se impregne bien por toda la superficie. Lo haremos exactamente igual que haríamos con un empanado, por ejemplo.', 'Tapamos con papel film y dejamos reposar en el refrigerador por espacio de 12 horas. Pasado este tiempo le damos la vuelta y dejamos otras doce horas más. ', 'Repetiremos esta operación una última vez más y pasadas las últimas 12 horas lo tenemos listo para limpiarlo. Lo pasamos por el chorro del agua del grifo y limpiamos con ayuda de la mano para retirar la costra que se haya podido formar.', 'Secamos con ayuda de un poco de papel de cocina y lo tenemos listo para comenzar a lonchear. Con ayuda de un cuchillo fino y muy afilado será muy fácil hacerlo.', 'Ya tenemos listo nuestro salmón marinado para preparar una ración o una tosta por ejemplo que está riquísimo.'];6
Bacalao con patatas;https://www.recetasonline.net/wp-content/uploads/2013/01/Patatas-con-Bacalao-1.jpg;4;50m;;['800 gr. de patatas', '150 gr. de bacalao desalado', '1 cebolla', '1 pimiento verde', '4 dientes de ajo'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es pelar y picar finamente la cebolla y el ajo. Cuando más fino lo piquemos mejor ya que más fino nos quedará el caldo.', 'Picamos igualmente el pimiento siguiendo las indicaciones anteriores.', 'En una olla lo suficientemente grande ponemos un chorro generoso de aceite de oliva y cuando lo tengamos caliente le añadimos lo picado anteriormente.', 'Cuando tengamos bien pochadas las verduras añadimos el bacalao que hemos desmigado anteriormente y añadimos las patatas que deben estar cortadas en trozos más bien grandes.', 'Cubrimos de agua caliente hasta que rebase las patatasy dejamos cocinar hasta que las patatas estén tiernas. Lo comprobaremos pinchando una patata pasados unos 30 minutos. ', 'Rectificamos de sal en caso de que fuera necesario aunque con el bacalao no creo que haga falta y ya tenemos nuestro plato de bacalao con patatas listo para llevar a la mesa.'];8
Bacalao a la vizcaína;https://www.recetasonline.net/wp-content/uploads/2011/06/Bacalao-a-la-vizcaína-Recetas-de-cocina-RECETASonline.jpg;4;50m;;['4 tajadas de bacalao', '4 cebollas rojas', '1 tomate maduro', '10 pimientos choriceros', '2 dientes de ajo', 'Pan rallado', 'Aceite de oliva', '1 vaso de agua'];['Lo primero que tenemos que hace para la elaboración de esta receta de cocina de bacalao a la vizcaína es pelar y cortar la cebolla lo más fino que podamos. Con la ayuda de un cuchillo bien afilado no nos llevará más de cinco minutos.', 'En una sartén donde hemos puesto aceite de oliva añadimos la cebolla picada y dejamos cocinar a fuego suave hasta que esté bien pochada, que es el punto en el que está casi transparente.', 'Añadimos la pulpa de lo pimientos choriceros, que extraemos de los pimientos que pusimos a remojo la noche anterior, y el tomate bien picado hasta casi triturado.', 'Incorporamos el pan rallado y un vaso del agua donde tuvimos los pimientos a remojo y removemos hasta que nos quede perfectamente integrado.', 'Dejamos reducir unos 10 o 12 minutos y trituramos con ayuda de un pasapuré. También podéis usar una batidora pero no os lo recomiendo porque altera el color al incorporarle aire.', 'Una vez que lo hemos triturado, lo podemos convertir en una salsa más fina pasándola por un colador fino, pero eso lo dejo a gusto de cada uno, reservamos y pasamos al siguiente paso.', 'Pelamos y cortamos en láminas los dientes de ajo y los pasamos a una sartén con aceite de oliva bien caliente. Opcionalmente le podemos añadir una guindilla pero si no os gusta el picante lo podéis omitir.', 'Añadimos las tajadas de bacalao por la parte de la carne, no de la piel porque se nos desmoronaría, y dejamos hasta que esté perfectamente cocinado que es como unos 15 minutos más.', 'Añadimos la salsa y dejamos que se cocine todo por espacio de cinco minutos más.', 'Ya tenemos nuestro bacalao a la vizcaína listo para llevar a la mesa. Si adornamos con una hoja de perejil le daremos un toque muy fresco a este plato.'];6
Brownies de chocolate;https://www.recetasonline.net/wp-content/uploads/2014/05/Brownies-de-chocolate.jpg;8;30m;;['100 gr. de nueces', '275 gr. de chocolate negro', '175 gr. de mantequilla', '200 gr. de azúcar blanquilla', '4 huevos', '200 gr. de harina de trigo', '25 gr. de cacao en polvo'];['Lo primero que tenemos que hacer para preparar nuestros brownies de chocolate es fundir la mantequilla con el chocolate y para ello lo troceamos todo y damos golpes de microondas de 30 en 30 segundos hasta que lo tengamos todo derretido como podéis ver en el vídeo.', 'Dejamos enfriar el chocolate y forramos el molde de papel de hornear y precalentamos el horno a 200ºC. Aprovechamos para pelar y trocear la nueces.', 'Añadimos el azúcar y removemos para que se mezcle todo perfectamente. ', 'Batimos los huevos y vamos incorporando poco a poco al chocolate mientras removemos para que se mezcle bien.', 'Mezclamos la harina de trigo con el cacao en polvo y tamizamos a la mezcla anterior mientras removemos hasta que lo tengamos todo integrado.', 'Añadimos las nueces y removemos bien para que quede todo bien mezclado.', 'Ponemos la masa en el molde y extendemos para que quede lo más uniforme posible y metemos en el horno por espacio de unos 15 minutos.', 'Sacamos y dejamos enfriar por completo antes de cortar en porciones cuadradas y espolvorear con azúcar glasé. ', 'Disponemos en un fuente o plato de postres y ya tenemos nuestro brownies de chocolate listos para deleitar a todos los comensales.'];4
